Ville;Nom_Complet;Information_Qualite_Air;Indice_IQA_PM_25;Indice_IQA_PM_10;Indice_IQA_No2;Indice_IQA_So2;Indice_IQA_Ozone;Temperature;Humidite;Vent;date;Date_Observation;Type_Temps;Description_Temps;Température_Minimale;Température_Maximale;Température_Ressentie;Humidité;Pression_Atmosphérique;Niveau_Mer;Pression_Sol;Vitesse_Vent;Direction_Vent;Rafales_Vent;Précipitations_1h;Couverture_Nuageuse;Heure_Lever_Soleil;Heure_Coucher_Soleil
Bordeaux;Gambetta, Bordeaux, Aquitaine;50;50;28;6,9;;14,7;;;;2025-03-28;2025-03-28;Clouds;nuageux;14,28000000000003;14,28000000000003;13,590000000000032;70;1019;1019;1013;6,17;290;0;0;75;05:50:19;18:24:04
